N,Astoria - Ditmars Blvd,Astoria Blvd,30 Av,Broadway,36 Av,39 Av,Queensboro Plaza,Lexington Av/59 St,5 Av/59 St,57 St - 7 Av,49 St,Times Sq - 42 St,34 St - Herald Sq,14 St - Union Sq,Canal St,Atlantic Av - Barclays Ctr,36 St,59 St,8 Av,Fort Hamilton Pkwy,New Utrecht Av,18 Av,20 Av,Bay Pkwy,Kings Hwy,Avenue U,86 St,Coney Island - Stillwell Av
W,Astoria - Ditmars Blvd,Astoria Blvd,30 Av,Broadway,36 Av,39 Av,Queensboro Plaza,Lexington Av/59 St,5 Av/59 St,57 St - 7 Av,49 St,Times Sq - 42 St,34 St - Herald Sq,28 St,23 St,14 St - Union Sq,8 St - NYU,Prince St,Canal St,City Hall,Cortlandt St,Rector St,Whitehall St
R,Bay Ridge - 95 St,86 St,77 St,Bay Ridge Av,59 St,53 St,45 St,36 St,25 St,Prospect Av,9 St,Union St,Atlantic Av - Barclays Ctr,DeKalb Av,Jay St - MetroTech,Court St,Whitehall St,Rector St,Cortlandt St,City Hall,Canal St,Prince St,8 St - NYU,14 St - Union Sq,23 St,28 St,34 St - Herald Sq,Times Sq - 42 St,49 St,57 St - 7 Av,5 Av/59 St,Lexington Av/59 St,Queens Plaza,36 St,Steinway St,46 St,Northern Blvd,65 St,Jackson Hts - Roosevelt Av,Elmhurst Av,Grand Av - Newtown,Woodhaven Blvd,63 Dr - Rego Park,67 Av,Forest Hills - 71 Av
Q,96 St,86 St,72 St,Lexington Av/63 St,57 St - 7 Av,Times Sq - 42 St,34 St - Herald Sq,14 St - Union Sq,Canal St,DeKalb Av,Atlantic Av - Barclays Ctr,7 Av,Prospect Park,Parkside Av,Church Av,Beverley Rd,Cortelyou Rd,Newkirk Plaza,Avenue H,Avenue J,Avenue M,Kings Hwy,Avenue U,Neck Rd,Sheepshead Bay,Brighton Beach,Ocean Pkwy,W 8 St - NY Aquarium,Coney Island - Stillwell Av
B,Bedford Park Blvd,Kingsbridge Rd,Fordham Rd,182-183 Sts,Tremont Av,174-175 Sts,170 St,167 St,161 St - Yankee Stadium,155 St,145 St,135 St,125 St,116 St,Cathedral Pkwy (110 St),103 St,96 St,86 St,81 St - Museum of Natural History,72 St,59 St - Columbus Circle,7 Av,47-50 Sts - Rockefeller Ctr,42 St - Bryant Pk,34 St - Herald Sq,W 4 St,Broadway-Lafayette St,Grand St,DeKalb Av,Atlantic Av - Barclays Ctr,7 Av,Prospect Park,Parkside Av,Church Av,Beverley Rd,Cortelyou Rd,Newkirk Plaza,Avenue H,Avenue J,Avenue M,Kings Hwy,Avenue U,Neck Rd,Sheepshead Bay,Brighton Beach
D,Norwood - 205 St,Bedford Park Blvd,Kingsbridge Rd,Fordham Rd,182-183 Sts,Tremont Av,174-175 Sts,170 St,167 St,161 St - Yankee Stadium,155 St,145 St,125 St,59 St - Columbus Circle,7 Av,47-50 Sts - Rockefeller Ctr,42 St - Bryant Pk,34 St - Herald Sq,W 4 St,Broadway-Lafayette St,Grand St,Atlantic Av - Barclays Ctr,36 St,9 Av,Fort Hamilton Pkwy,50 St,55 St,62 St,71 St,79 St,18 Av,20 Av,Bay Pkwy,25 Av,Bay 50 St,Coney Island - Stillwell Av
F,Coney Island - Stillwell Av,W 8 St - NY Aquarium,Neptune Av,Avenue X,Avenue U,Kings Hwy,Avenue P,Avenue N,Bay Pkwy,Avenue I,18 Av,Ditmas Av,Church Av,Fort Hamilton Pkwy,15 St - Prospect Park,7 Av,4 Av,Smith - 9 Sts,Carroll St,Bergen St,Jay St - MetroTech,York St,East Broadway,Delancey St,2 Av,Broadway-Lafayette St,W 4 St,14 St,23 St,34 St - Herald Sq,42 St - Bryant Pk,47-50 Sts - Rockefeller Ctr,57 St,Lexington Av/63 St,Roosevelt Island,21 St - Queensbridge,Jackson Hts - Roosevelt Av,Forest Hills - 71 Av,75 Av,Kew Gardens - Union Tpke,Briarwood - Van Wyck Blvd,Sutphin Blvd,Parsons Blvd,169 St,Jamaica - 179 St
J,Jamaica Center - Parsons/Archer,Sutphin Blvd - Archer Av - JFK Airport,121 St,111 St,104 St,Woodhaven Blvd,85 St - Forest Pkwy,75 St,Cypress Hills,Crescent St,Norwood Av,Cleveland St,Van Siclen Av,Alabama Av,Broadway Jct,Chauncey St,Halsey St,Gates Av,Kosciuszko St,Myrtle Av,Flushing Av,Lorimer St,Hewes St,Marcy Av,Essex St,Bowery,Canal St,Chambers St,Fulton St,Broad St
Z,Jamaica Center - Parsons/Archer,Sutphin Blvd - Archer Av - JFK Airport,121 St,104 St,Woodhaven Blvd,75 St,Crescent St,Norwood Av,Van Siclen Av,Broadway Jct,Chauncey St,Gates Av,Myrtle Av,Marcy Av,Essex St,Bowery,Canal St,Chambers St,Fulton St,Broad St
M,Middle Village - Metropolitan Av,Fresh Pond Rd,Forest Av,Seneca Av,Myrtle - Wyckoff Avs,Knickerbocker Av,Central Av,Myrtle Av,Flushing Av,Lorimer St,Hewes St,Marcy Av,Essex St,Broadway-Lafayette St,W 4 St,14 St,23 St,34 St - Herald Sq,42 St - Bryant Pk,47-50 Sts - Rockefeller Ctr,5 Av/53 St,Lexington Av/53 St,Court Sq,Queens Plaza,36 St,Steinway St,46 St,Northern Blvd,65 St,Jackson Hts - Roosevelt Av,Elmhurst Av,Grand Av - Newtown,Woodhaven Blvd,63 Dr - Rego Park,67 Av,Forest Hills - 71 Av
L,8 Av,6 Av,Union Sq - 14 St,3 Av,1 Av,Bedford Av,Lorimer St,Graham Av,Grand St,Montrose Av,Morgan Av,Jefferson St,DeKalb Av,Myrtle - Wyckoff Avs,Halsey St,Wilson Av,Bushwick Av - Aberdeen St,Broadway Jct,Atlantic Av,Sutter Av,Livonia Av,New Lots Av,E 105 St,Canarsie - Rockaway Pkwy
S,Times Sq - 42 St,Grand Central - 42 St,Franklin Av,Park Pl,Botanic Garden,Rockaway Park - Beach 116 St,Beach 105 St,Beach 98 St,Beach 90 St,Broad Channel
A,Rockaway Park - Beach 116 St,Beach 105 St,Beach 98 St,Beach 90 St,Beach 67 St,Beach 60 St,Beach 44 St,Beach 36 St,Beach 25 St,Far Rockaway - Mott Av,Broad Channel,Howard Beach - JFK Airport,Aqueduct - N Conduit Av,Aqueduct Racetrack,104 St,111 St,Ozone Park - Lefferts Blvd,Rockaway Blvd,88 St,80 St,Grant Av,Euclid Av,Broadway Jct,Utica Av,Nostrand Av,Hoyt - Schermerhorn Sts,Jay St - MetroTech,High St,Fulton St,Chambers St,Canal St,W 4 St,14 St,34 St - Penn Station,42 St - Port Authority Bus Terminal,59 St - Columbus Circle,125 St,145 St,168 St,175 St,181 St,190 St,Dyckman St,Inwood - 207 St
C,Euclid Av,Shepherd Av,Van Siclen Av,Liberty Av,Broadway Jct,Rockaway Av,Ralph Av,Utica Av,Kingston - Throop Avs,Nostrand Av,Franklin Av,Clinton - Washington Avs,Lafayette Av,Hoyt - Schermerhorn Sts,Jay St - MetroTech,High St,Fulton St,Chambers St,Canal St,Spring St,W 4 St,14 St,23 St,34 St - Penn Station,42 St - Port Authority Bus Terminal,50 St,59 St - Columbus Circle,72 St,81 St - Museum of Natural History,86 St,96 St,103 St,Cathedral Pkwy (110 St),116 St,125 St,135 St,145 St,155 St,163 St - Amsterdam Av,168 St
E,Jamaica Center - Parsons/Archer,Sutphin Blvd - Archer Av - JFK Airport,Jamaica - Van Wyck,Briarwood - Van Wyck Blvd,Kew Gardens - Union Tpke,75 Av,Forest Hills - 71 Av,Jackson Hts - Roosevelt Av,Queens Plaza,Court Sq,Lexington Av/53 St,5 Av/53 St,7 Av,50 St,42 St - Port Authority Bus Terminal,34 St - Penn Station,23 St,14 St,W 4 St,Spring St,Canal St,World Trade Center
G,Court Sq,21 St,Greenpoint Av,Nassau Av,Metropolitan Av,Broadway,Flushing Av,Myrtle - Willoughby Avs,Bedford - Nostrand Avs,Classon Av,Clinton - Washington Avs,Fulton St,Hoyt - Schermerhorn Sts,Bergen St,Carroll St,Smith - 9 Sts,4 Av,7 Av,15 St - Prospect Park,Fort Hamilton Pkwy
1,Van Cortlandt Park - 242 St,238 St,231 St,Marble Hill - 225 St,215 St,207 St,Dyckman St,191 St,181 St,168 St - Washington Hts,157 St,145 St,137 St - City College,125 St,116 St - Columbia University,Cathedral Pkwy,103 St,96 St,86 St,79 St,72 St,66 St - Lincoln Center,59 St - Columbus Circle,50 St,Times Sq - 42 St,34 St - Penn Station,28 St,23 St,18 St,14 St,Christopher St - Sheridan Sq,Houston St,Canal St,Franklin St,Chambers St,WTC Cortlandt,Rector St,South Ferry
2,Wakefield - 241 St,Nereid Av,233 St,225 St,219 St,Gun Hill Rd,Burke Av,Allerton Av,Pelham Pkwy,Bronx Park East,E 180 St,West Farms Sq - E Tremont Av,174 St,Freeman St,Simpson St,Intervale Av,Prospect Av,Jackson Av,3 Av - 149 St,149 St - Grand Concourse,135 St,125 St,116 St,Central Park North (110 St),96 St,72 St,Times Sq - 42 St,34 St - Penn Station,14 St,Chambers St,Park Pl,Fulton St,Wall St,Clark St,Borough Hall,Hoyt St,Nevins St,Atlantic Av - Barclays Ctr,Bergen St,Grand Army Plaza,Eastern Pkwy - Brooklyn Museum,Franklin Av,President St,Sterling St,Winthrop St,Church Av,Beverly Rd,Newkirk Av,Flatbush Av - Brooklyn College
3,Harlem - 148 St,145 St,135 St,125 St,116 St,Central Park North (110 St),96 St,72 St,Times Sq - 42 St,34 St - Penn Station,14 St,Chambers St,Park Pl,Fulton St,Wall St,Clark St,Borough Hall,Hoyt St,Nevins St,Atlantic Av - Barclays Ctr,Bergen St,Grand Army Plaza,Eastern Pkwy - Brooklyn Museum,Franklin Av,Nostrand Av,Kingston Av,Crown Hts - Utica Av,Sutter Av - Rutland Rd,Saratoga Av,Rockaway Av,Junius St,Pennsylvania Av,Van Siclen Av,New Lots Av
4,Woodlawn,Mosholu Pkwy,Bedford Park Blvd - Lehman College,Kingsbridge Rd,Fordham Rd,183 St,Burnside Av,176 St,Mt Eden Av,170 St,167 St,161 St - Yankee Stadium,149 St - Grand Concourse,138 St - Grand Concourse,125 St,86 St,59 St,Grand Central - 42 St,14 St - Union Sq,Brooklyn Bridge - City Hall,Fulton St,Wall St,Bowling Green,Borough Hall,Nevins St,Atlantic Av - Barclays Ctr,Franklin Av,Crown Hts - Utica Av
5,Flatbush Av - Brooklyn College,Newkirk Av,Beverly Rd,Church Av,Winthrop St,Sterling St,President St,Franklin Av,Atlantic Av - Barclays Ctr,Nevins St,Borough Hall,Brooklyn Bridge - City Hall,Fulton St,Wall St,Bowling Green,14 St - Union Sq,Grand Central - 42 St,59 St,86 St,125 St,138 St - Grand Concourse,149 St - Grand Concourse,3 Av - 149 St,Jackson Av,Prospect Av,Intervale Av,Simpson St,Freeman St,174 St,West Farms Sq - E Tremont Av,E 180 St,Bronx Park East,Pelham Pkwy,Morris Park,Pelham Pkwy,Allerton Av,Burke Av,Gun Hill Rd,219 St,225 St,233 St,Nereid Av,Baychester Av,Gun Hill Rd,Eastchester - Dyre Av
6,Pelham Bay Park,Buhre Av,Middletown Rd,Westchester Sq - E Tremont Av,Zerega Av,Castle Hill Av,Parkchester,St Lawrence Av,Morrison Av- Sound View,Elder Av,Whitlock Av,Hunts Point Av,Longwood Av,E 149 St,E 143 St - St Mary's St,Cypress Av,Brook Av,3 Av - 138 St,125 St,116 St,110 St,103 St,96 St,86 St,77 St,68 St - Hunter College,59 St,51 St,Grand Central - 42 St,33 St,28 St,23 St,14 St - Union Sq,Astor Pl,Bleecker St,Spring St,Canal St,Brooklyn Bridge - City Hall
7,Flushing - Main St,Mets - Willets Point,111 St,103 St - Corona Plaza,Junction Blvd,90 St - Elmhurst Av,82 St - Jackson Hts,74 St - Broadway,69 St,Woodside - 61 St,52 St,46 St,40 St,33 St,Queensboro Plaza,Court Sq,Hunters Point Av,Vernon Blvd - Jackson Av,Grand Central - 42 St,5 Av,Times Sq - 42 St,34 St - 11 Av
